7919, 6966, 8323, 7013, 7014, 7925, 6195, 7754, 7312, 7091, 23209, 15202, 16817, 23096, 18162, 19034, 16686, 18136, 19069, 16394, 19738, 16993, 18225, 20377, 19005
400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000064, 1000068, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000
1789, 1012, 736, 710, 680, 652, 524, 825, 721, 781, 2532, 1827, 1771, 2025, 1869, 1700, 1833, 1757, 1761, 1835, 1824, 1683, 1739, 1756, 1735
400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000064, 1000068, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000
1310, 1177, 872, 810, 740, 830, 774, 933, 873, 885, 2112, 1989, 2006, 2258, 1987, 2101, 2081, 1955, 2343, 1979, 2002, 2085, 1907, 2087, 2067
400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000064, 1000068, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000
1346, 950, 815, 722, 719, 781, 561, 863, 747, 908, 2251, 2046, 2212, 2426, 2119, 2265, 1844, 2062, 2186, 1913, 1951, 1817, 1807, 1856, 2025
400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000064, 1000068, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000
