56921, 103005, 59906, 58267, 122328, 89434, 96847, 86372, 87699, 97191, 239793, 316369, 242862, 251295, 266244, 221270, 199299, 253893, 246579, 225420, 257560, 228090, 242583, 262363, 240360
100000, 100000, 100000, 100000, 118961, 100000, 100000, 100000, 100000, 100000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000
349, 340, 343, 344, 561, 348, 411, 408, 438, 403, 942, 1058, 1000, 1025, 1121, 929, 910, 1032, 1018, 904, 964, 891, 984, 976, 909
100000, 100000, 100000, 100000, 118961, 100000, 100000, 100000, 100000, 100000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000
362, 396, 413, 428, 627, 380, 409, 473, 447, 441, 990, 1070, 1014, 1056, 1276, 1025, 978, 1134, 1161, 1010, 1076, 939, 1066, 1063, 1102
100000, 100000, 100000, 100000, 118961, 100000, 100000, 100000, 100000, 100000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000
373, 502, 479, 481, 878, 408, 465, 797, 541, 427, 1174, 1293, 1261, 1288, 1675, 1326, 1107, 1279, 1531, 1471, 1434, 1228, 1354, 1295, 1488
100000, 100000, 100000, 100000, 118961, 100000, 100000, 100000, 100000, 100000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000
